name,price,description,images,original_images,website,product_id,language,url,crawl_date
AMS HYBRID ONE44 C:68XTM 400X 29,6499.0,"Building an ultralight Bosch-powered full-suspension bike isn't easy. That's why the AMS Hybrid ONE44 C:68X frame makes use of our most advanced C:68X® carbon material, for maximum possible strength and stiffness with the lowest possible weight. The 400Wh battery is incorporated into the down tube, as close to the new, lightweight Bosch SX motor as possible to improve handling, and the frame is PowerMore-ready for a 250Wh range boost with the optional battery pack. Internal cable routing complements the frame's sleek silhouette and there's a lightweight direct mount chain guide. With a UDH gear hanger and angle adjustable headset so you can tweak the handling to suit your riding style, it's got everything you need for fast-paced trail riding.","['https://file.cube.eu/azwesc1xfg346/media/5a/c7/53/1725090484/synqup_804200_360I_00.jpg?ts=1747976868', 'https://file.cube.eu/azwesc1xfg346/media/21/5e/1d/1733487063/Testsiegel_Testsieger_AMSHybridONE44.png?ts=1734074920']","['https://file.cube.eu/azwesc1xfg346/media/5a/c7/53/1725090484/synqup_804200_360I_00.jpg?ts=1747976868', 'https://file.cube.eu/azwesc1xfg346/media/21/5e/1d/1733487063/Testsiegel_Testsieger_AMSHybridONE44.png?ts=1734074920']",Cube Bikes (Germany),cube-ams-hybrid-one44-c-68x-tm-400x-29-swampgrey-n-purplereflex/804200,de-DE,https://www.cube.eu/de-en/cube-ams-hybrid-one44-c-68x-tm-400x-29-swampgrey-n-purplereflex/804200,2025-05-23T13:05:22.500038
STEREO HYBRID ONE44EXC 800,4499.0,"We built the Stereo Hybrid ONE44 to be as adaptable as it is capable. With its compact 800 Wh PowerTube battery and revised, quieter Bosch CX drive unit, it features 140mm of front and rear wheel travel and includes space for mudguards. Internal Cable Routing flatters the frame's clean, organic lines as well as reducing the need for maintenance. There's a set of SIC 2.0 mounting points for the addition of an optional luggage carrier, the UDH dropout is future-proof and the direct mount chainguard is neat and unobtrusive. Plus, with Size Split, there's a frame to suit almost every rider.",['https://file.cube.eu/azwesc1xfg346/media/a6/8d/97/1730104420/synqup_802310_360I_00.jpg?ts=1747976846'],['https://file.cube.eu/azwesc1xfg346/media/a6/8d/97/1730104420/synqup_802310_360I_00.jpg?ts=1747976846'],Cube Bikes (Germany),cube-stereo-hybrid-one44-exc-800-stellar-n-shiftiris/802310,de-DE,https://www.cube.eu/de-en/cube-stereo-hybrid-one44-exc-800-stellar-n-shiftiris/802310,2025-05-23T13:05:27.278780
STEREO HYBRID ONE44 HPCAT 800,6999.0,"A great bike is all about the detail, and the Stereo Hybrid ONE44 HPC's frame is chock full of clever details. You'll notice the Integrated Cable Routing because it so neatly complements the High Performance Carbon main triangle's clean lines, as well as helping to reduce maintenance. The angle-adjustable headset means you can tailor the handling to your specific requirements. A direct mount chainguard keeps the gears on the straight and narrow, and the neatly integrated Bosch top tube controller shows you what's going on with the powerful Bosch CX drive and 800 Wh PowerTube battery at a glance. With a 150mm fork and 140mm of rear-wheel travel, it's ready to take on the toughest of trails. The UDH dropout means it's future-proof, too. And, with Size Split, there's a wide range of sizes to suit most riders.",['https://file.cube.eu/azwesc1xfg346/media/44/1b/e7/1733203734/synqup_802800_360I_00.jpg?ts=1747976850'],['https://file.cube.eu/azwesc1xfg346/media/44/1b/e7/1733203734/synqup_802800_360I_00.jpg?ts=1747976850'],Cube Bikes (Germany),cube-stereo-hybrid-one44-hpc-at-800-carbon-n-gold/802800,de-DE,https://www.cube.eu/de-en/cube-stereo-hybrid-one44-hpc-at-800-carbon-n-gold/802800,2025-05-23T13:05:29.024480
STEREO HYBRID ONE77 HPCRACE 800,4299.0,"The Stereo Hybrid ONE77 HPC frame – with 170mm travel front and rear and a mullet wheel setup with 29in front and 27.5in rear – is all you need for big days out on big mountain trails. But, as with all CUBE designs, the devil is in the detail. So, for example, we added Integrated Cable Routing for super-clean looks and reduced maintenance, and then threw in an angle-adjustable headset so that you can tweak the handling to your taste. The 800 Wh PowerTube battery sits unobtrusively in the carbon down tube, just above the Bosch CX drive. A UDH dropout on the aluminium rear triangle is tough and future-proof, and we also added a direct mount chainguard to keep you driving forwards even when the going gets rough.",['https://file.cube.eu/azwesc1xfg346/media/4e/11/52/1727702054/synqup_803120_360I_00.jpg?ts=1747976865'],['https://file.cube.eu/azwesc1xfg346/media/4e/11/52/1727702054/synqup_803120_360I_00.jpg?ts=1747976865'],Cube Bikes (Germany),cube-stereo-hybrid-one77-hpc-race-800-dazzle-n-black/803120,de-DE,https://www.cube.eu/de-en/cube-stereo-hybrid-one77-hpc-race-800-dazzle-n-black/803120,2025-05-23T13:05:30.796364
STEREO HYBRID ONE44PRO 800,3799.0,"We built the Stereo Hybrid ONE44 to be as adaptable as it is capable. With its compact 800 Wh PowerTube battery and revised, quieter Bosch CX drive unit, it features 140mm of front and rear wheel travel and includes space for mudguards. Internal Cable Routing flatters the frame's clean, organic lines as well as reducing the need for maintenance. There's a set of SIC 2.0 mounting points for the addition of an optional luggage carrier, the UDH dropout is future-proof and the direct mount chainguard is neat and unobtrusive. Plus, with Size Split, there's a frame to suit almost every rider.",['https://file.cube.eu/azwesc1xfg346/media/1b/33/10/1730104419/synqup_802150_360I_00.jpg?ts=1747976845'],['https://file.cube.eu/azwesc1xfg346/media/1b/33/10/1730104419/synqup_802150_360I_00.jpg?ts=1747976845'],Cube Bikes (Germany),cube-stereo-hybrid-one44-pro-800-cotton-n-switch/802150,de-DE,https://www.cube.eu/de-en/cube-stereo-hybrid-one44-pro-800-cotton-n-switch/802150,2025-05-23T13:05:35.796305
STEREO HYBRID ONE44 HPCAT 800,6999.0,"A great bike is all about the detail, and the Stereo Hybrid ONE44 HPC's frame is chock full of clever details. You'll notice the Integrated Cable Routing because it so neatly complements the High Performance Carbon main triangle's clean lines, as well as helping to reduce maintenance. The angle-adjustable headset means you can tailor the handling to your specific requirements. A direct mount chainguard keeps the gears on the straight and narrow, and the neatly integrated Bosch top tube controller shows you what's going on with the powerful Bosch CX drive and 800 Wh PowerTube battery at a glance. With a 150mm fork and 140mm of rear-wheel travel, it's ready to take on the toughest of trails. The UDH dropout means it's future-proof, too. And, with Size Split, there's a wide range of sizes to suit most riders.",['https://file.cube.eu/azwesc1xfg346/media/73/50/ed/1727702052/synqup_802810_360I_00.jpg?ts=1747976850'],['https://file.cube.eu/azwesc1xfg346/media/73/50/ed/1727702052/synqup_802810_360I_00.jpg?ts=1747976850'],Cube Bikes (Germany),cube-stereo-hybrid-one44-hpc-at-800-actionteam/802810,de-DE,https://www.cube.eu/de-en/cube-stereo-hybrid-one44-hpc-at-800-actionteam/802810,2025-05-23T13:05:37.560014
STEREO HYBRID ONE44EXC 800,4499.0,"We built the Stereo Hybrid ONE44 to be as adaptable as it is capable. With its compact 800 Wh PowerTube battery and revised, quieter Bosch CX drive unit, it features 140mm of front and rear wheel travel and includes space for mudguards. Internal Cable Routing flatters the frame's clean, organic lines as well as reducing the need for maintenance. There's a set of SIC 2.0 mounting points for the addition of an optional luggage carrier, the UDH dropout is future-proof and the direct mount chainguard is neat and unobtrusive. Plus, with Size Split, there's a frame to suit almost every rider.",['https://file.cube.eu/azwesc1xfg346/media/e0/f5/25/1727702042/synqup_802320_360I_00.jpg?ts=1747976846'],['https://file.cube.eu/azwesc1xfg346/media/e0/f5/25/1727702042/synqup_802320_360I_00.jpg?ts=1747976846'],Cube Bikes (Germany),cube-stereo-hybrid-one44-exc-800-cyclamen-n-black/802320,de-DE,https://www.cube.eu/de-en/cube-stereo-hybrid-one44-exc-800-cyclamen-n-black/802320,2025-05-23T13:05:42.378327
STEREO HYBRID ONE44EXC 800,4499.0,"We built the Stereo Hybrid ONE44 to be as adaptable as it is capable. With its compact 800 Wh PowerTube battery and revised, quieter Bosch CX drive unit, it features 140mm of front and rear wheel travel and includes space for mudguards. Internal Cable Routing flatters the frame's clean, organic lines as well as reducing the need for maintenance. There's a set of SIC 2.0 mounting points for the addition of an optional luggage carrier, the UDH dropout is future-proof and the direct mount chainguard is neat and unobtrusive. Plus, with Size Split, there's a frame to suit almost every rider.",['https://file.cube.eu/azwesc1xfg346/media/fd/51/37/1727702041/synqup_802300_360I_00.jpg?ts=1747976846'],['https://file.cube.eu/azwesc1xfg346/media/fd/51/37/1727702041/synqup_802300_360I_00.jpg?ts=1747976846'],Cube Bikes (Germany),cube-stereo-hybrid-one44-exc-800-metallicwhite-n-black/802300,de-DE,https://www.cube.eu/de-en/cube-stereo-hybrid-one44-exc-800-metallicwhite-n-black/802300,2025-05-23T13:05:47.386216
STEREO HYBRID ONE55 C:68XSLX 750,6999.0,"Speed. Integration. Lower weight. These are the defining qualities of the Stereo Hybrid ONE55 C:68X, which makes use of up to six different fibre types to meet the specific demands of each part of the frame. The result is a chassis that's up to 20% lighter compared to our Stereo Hybrid 140 frame, but stiffer too – and strong enough to take on the toughest trails. An adjustable head angle and longer reach contribute to handling that more confident riders will love, serving up a cut-and-paste feel that enables tricky line choices even at speed thanks to 150mm of progressive rear wheel travel. Full internal cable routing reduces clutter and maintenance, and the Bosch System controller is neatly housed inside the top tube and can be controlled via Bluetooth from the Mini Remote. It's the complete package.",['https://file.cube.eu/azwesc1xfg346/media/4b/20/b2/1725088679/synqup_736500_360I_00.jpg?ts=1747976859'],['https://file.cube.eu/azwesc1xfg346/media/4b/20/b2/1725088679/synqup_736500_360I_00.jpg?ts=1747976859'],Cube Bikes (Germany),cube-stereo-hybrid-one55-c-68x-slx-750-29-liquidred-n-carbon/736500,de-DE,https://www.cube.eu/de-en/cube-stereo-hybrid-one55-c-68x-slx-750-29-liquidred-n-carbon/736500,2025-05-23T13:05:50.844736
AMS HYBRID ONE44 C:68XRACE 400X 29,4999.0,"Building an ultralight Bosch-powered full-suspension bike isn't easy. That's why the AMS Hybrid ONE44 C:68X frame makes use of our most advanced C:68X® carbon material, for maximum possible strength and stiffness with the lowest possible weight. The 400Wh battery is incorporated into the down tube, as close to the new, lightweight Bosch SX motor as possible to improve handling, and the frame is PowerMore-ready for a 250Wh range boost with the optional battery pack. Internal cable routing complements the frame's sleek silhouette and there's a lightweight direct mount chain guide. With a UDH gear hanger and angle adjustable headset so you can tweak the handling to suit your riding style, it's got everything you need for fast-paced trail riding.","['https://file.cube.eu/azwesc1xfg346/media/b2/1e/fb/1725090537/synqup_804050_360I_00.jpg?ts=1747976868', 'https://file.cube.eu/azwesc1xfg346/media/3c/5b/56/1743662502/Testsiegel_Testsieger_AMSHybridONE44Race_EN.png?ts=1743662502']","['https://file.cube.eu/azwesc1xfg346/media/b2/1e/fb/1725090537/synqup_804050_360I_00.jpg?ts=1747976868', 'https://file.cube.eu/azwesc1xfg346/media/3c/5b/56/1743662502/Testsiegel_Testsieger_AMSHybridONE44Race_EN.png?ts=1743662502']",Cube Bikes (Germany),cube-ams-hybrid-one44-c-68x-race-400x-29-blackline/804050,de-DE,https://www.cube.eu/de-en/cube-ams-hybrid-one44-c-68x-race-400x-29-blackline/804050,2025-05-23T13:05:52.611054
STEREO HYBRID ONE22SLX 800,4299.0,"With added Bosch power and proven CUBE suspension kinematics, our trail explorer is a bike for all reasons. Suspension design that's stood the test of time is designed to work with a 120mm fork – including a mudguard mount – for the best in comfort and control. We fitted an 800Wh battery to power the Bosch CX drive unit, for worry-free extended rides. The revised seatpost clamp, UDH dropout, integrated cable routing and direct mount chainguard are all examples of the attention to detail we put into all our frames. And, with Size Split, you're sure to be able to find the perfect fit.",['https://file.cube.eu/azwesc1xfg346/media/05/44/e2/1727702034/synqup_801300_360I_00.jpg?ts=1747976841'],['https://file.cube.eu/azwesc1xfg346/media/05/44/e2/1727702034/synqup_801300_360I_00.jpg?ts=1747976841'],Cube Bikes (Germany),cube-stereo-hybrid-one22-slx-800-blackline/801300,de-DE,https://www.cube.eu/de-en/cube-stereo-hybrid-one22-slx-800-blackline/801300,2025-05-23T13:05:57.608108
STEREO HYBRID ONE22RACE 800,3999.0,"With added Bosch power and proven CUBE suspension kinematics, our trail explorer is a bike for all reasons. Suspension design that's stood the test of time is designed to work with a 120mm fork – including a mudguard mount – for the best in comfort and control. We fitted an 800Wh battery to power the Bosch CX drive unit, for worry-free extended rides. The revised seatpost clamp, UDH dropout, integrated cable routing and direct mount chainguard are all examples of the attention to detail we put into all our frames. And, with Size Split, you're sure to be able to find the perfect fit.",['https://file.cube.eu/azwesc1xfg346/media/09/a4/3b/1730104419/synqup_801220_360I_00.jpg?ts=1747976841'],['https://file.cube.eu/azwesc1xfg346/media/09/a4/3b/1730104419/synqup_801220_360I_00.jpg?ts=1747976841'],Cube Bikes (Germany),cube-stereo-hybrid-one22-race-800-smaragdgrey-n-black/801220,de-DE,https://www.cube.eu/de-en/cube-stereo-hybrid-one22-race-800-smaragdgrey-n-black/801220,2025-05-23T13:06:02.955733
STEREO HYBRID ONE44PRO 800,3799.0,"We built the Stereo Hybrid ONE44 to be as adaptable as it is capable. With its compact 800 Wh PowerTube battery and revised, quieter Bosch CX drive unit, it features 140mm of front and rear wheel travel and includes space for mudguards. Internal Cable Routing flatters the frame's clean, organic lines as well as reducing the need for maintenance. There's a set of SIC 2.0 mounting points for the addition of an optional luggage carrier, the UDH dropout is future-proof and the direct mount chainguard is neat and unobtrusive. Plus, with Size Split, there's a frame to suit almost every rider.",['https://file.cube.eu/azwesc1xfg346/media/66/d4/0c/1727702038/synqup_802130_360I_00.jpg?ts=1747976844'],['https://file.cube.eu/azwesc1xfg346/media/66/d4/0c/1727702038/synqup_802130_360I_00.jpg?ts=1747976844'],Cube Bikes (Germany),cube-stereo-hybrid-one44-pro-800-bourbon-n-black/802130,de-DE,https://www.cube.eu/de-en/cube-stereo-hybrid-one44-pro-800-bourbon-n-black/802130,2025-05-23T13:06:07.724023
STEREO HYBRID ONE22RACE 800 ALLROAD,4199.0,"Our mountain bike Swiss army knife comes complete with a semi-integrated luggage carrier, full length mudguards, a lighting set and sturdy kickstand. But that's just the start. The heart of the Stereo Hybrid ONE22 Allroad is the Bosch CX drive and a high capacity 800Wh battery. Comfort Geometry and our proven four-bar suspension system work together to keep your wheels tracking true on even the longest rides. Integrated cable routing flatters the frame's almost organic looks and reduces maintenance. A new seatpost clamp, direct mount chainguard and UDH dropout may not sound exciting, but they're the little details that help make the difference. And, with Size Split, there's a perfectly proportioned option for pretty much every rider.",['https://file.cube.eu/azwesc1xfg346/media/4c/2b/46/1727702033/synqup_801230_360I_00.jpg?ts=1747976841'],['https://file.cube.eu/azwesc1xfg346/media/4c/2b/46/1727702033/synqup_801230_360I_00.jpg?ts=1747976841'],Cube Bikes (Germany),cube-stereo-hybrid-one22-race-800-allroad-silver-n-black/801230,de-DE,https://www.cube.eu/de-en/cube-stereo-hybrid-one22-race-800-allroad-silver-n-black/801230,2025-05-23T13:06:12.666078
STEREO HYBRID ONE22PRO 600,3499.0,"Our Bosch-powered trail explorer is full of neat touches. With its refined four-bar suspension system, 120mm suspension fork – with mudguard mount – and Comfort Geometry, it's set up for long days out on varied surfaces. With a 600Wh battery and Bosch CX drive, that means practically anywhere you please. Integrated cable routing flatters the frame's almost organic looks and reduces maintenance. A new seatpost clamp, direct mount chainguard and UDH dropout may not sound exciting, but they're the little details that help make the difference. And, with Size Split, there's a perfectly proportioned option for pretty much every rider.",['https://file.cube.eu/azwesc1xfg346/media/a7/a2/8a/1727702030/synqup_801100_360I_00.jpg?ts=1747976839'],['https://file.cube.eu/azwesc1xfg346/media/a7/a2/8a/1727702030/synqup_801100_360I_00.jpg?ts=1747976839'],Cube Bikes (Germany),cube-stereo-hybrid-one22-pro-600-night-n-chrome/801100,de-DE,https://www.cube.eu/de-en/cube-stereo-hybrid-one22-pro-600-night-n-chrome/801100,2025-05-23T13:06:18.118724
STEREO HYBRID ONE77 HPCAT 800,7199.0,"The Stereo Hybrid ONE77 HPC frame – with 170mm travel front and rear and a mullet wheel setup with 29in front and 27.5in rear – is all you need for big days out on big mountain trails. But, as with all CUBE designs, the devil is in the detail. So, for example, we added Integrated Cable Routing for super-clean looks and reduced maintenance, and then threw in an angle-adjustable headset so that you can tweak the handling to your taste. The 800 Wh PowerTube battery sits unobtrusively in the carbon down tube, just above the Bosch CX drive. A UDH dropout on the aluminium rear triangle is tough and future-proof, and we also added a direct mount chainguard to keep you driving forwards even when the going gets rough.",['https://file.cube.eu/azwesc1xfg346/media/75/be/5c/1727702055/synqup_803500_360I_00.jpg?ts=1747976867'],['https://file.cube.eu/azwesc1xfg346/media/75/be/5c/1727702055/synqup_803500_360I_00.jpg?ts=1747976867'],Cube Bikes (Germany),cube-stereo-hybrid-one77-hpc-at-800-carbon-n-gold/803500,de-DE,https://www.cube.eu/de-en/cube-stereo-hybrid-one77-hpc-at-800-carbon-n-gold/803500,2025-05-23T13:06:19.891481
STEREO HYBRID ONE44 HPCRACE 800,4499.0,"A great bike is all about the detail, and the Stereo Hybrid ONE44 HPC's frame is chock full of clever details. You'll notice the Integrated Cable Routing because it so neatly complements the High Performance Carbon main triangle's clean lines, as well as helping to reduce maintenance. The angle-adjustable headset means you can tailor the handling to your specific requirements. A direct mount chainguard keeps the gears on the straight and narrow, and the neatly integrated Bosch top tube controller shows you what's going on with the powerful Bosch CX drive and 800 Wh PowerTube battery at a glance. With a 150mm fork and 140mm of rear-wheel travel, it's ready to take on the toughest of trails. The UDH dropout means it's future-proof, too. And, with Size Split, there's a wide range of sizes to suit most riders.",['https://file.cube.eu/azwesc1xfg346/media/b9/d2/55/1727702036/synqup_802420_360I_00.jpg?ts=1747976847'],['https://file.cube.eu/azwesc1xfg346/media/b9/d2/55/1727702036/synqup_802420_360I_00.jpg?ts=1747976847'],Cube Bikes (Germany),cube-stereo-hybrid-one44-hpc-race-800-pigeonblue-n-art/802420,de-DE,https://www.cube.eu/de-en/cube-stereo-hybrid-one44-hpc-race-800-pigeonblue-n-art/802420,2025-05-23T13:06:21.830034
AMS HYBRID ONE44 C:68XSLX 400X 29,5999.0,"Building an ultralight Bosch-powered full-suspension bike isn't easy. That's why the AMS Hybrid ONE44 C:68X frame makes use of our most advanced C:68X® carbon material, for maximum possible strength and stiffness with the lowest possible weight. The 400Wh battery is incorporated into the down tube, as close to the new, lightweight Bosch SX motor as possible to improve handling, and the frame is PowerMore-ready for a 250Wh range boost with the optional battery pack. Internal cable routing complements the frame's sleek silhouette and there's a lightweight direct mount chain guide. With a UDH gear hanger and angle adjustable headset so you can tweak the handling to suit your riding style, it's got everything you need for fast-paced trail riding.",['https://file.cube.eu/azwesc1xfg346/media/07/9c/f6/1725090561/synqup_804100_360I_00.jpg?ts=1747976868'],['https://file.cube.eu/azwesc1xfg346/media/07/9c/f6/1725090561/synqup_804100_360I_00.jpg?ts=1747976868'],Cube Bikes (Germany),cube-ams-hybrid-one44-c-68x-slx-400x-29-deepcobalt-n-black/804100,de-DE,https://www.cube.eu/de-en/cube-ams-hybrid-one44-c-68x-slx-400x-29-deepcobalt-n-black/804100,2025-05-23T13:06:23.643175
STEREO HYBRID ONE44 HPCSLX 800,4999.0,"A great bike is all about the detail, and the Stereo Hybrid ONE44 HPC's frame is chock full of clever details. You'll notice the Integrated Cable Routing because it so neatly complements the High Performance Carbon main triangle's clean lines, as well as helping to reduce maintenance. The angle-adjustable headset means you can tailor the handling to your specific requirements. A direct mount chainguard keeps the gears on the straight and narrow, and the neatly integrated Bosch top tube controller shows you what's going on with the powerful Bosch CX drive and 800 Wh PowerTube battery at a glance. With a 150mm fork and 140mm of rear-wheel travel, it's ready to take on the toughest of trails. The UDH dropout means it's future-proof, too. And, with Size Split, there's a wide range of sizes to suit most riders.",['https://file.cube.eu/azwesc1xfg346/media/d4/a3/d4/1727702049/synqup_802520_360I_00.jpg?ts=1747976849'],['https://file.cube.eu/azwesc1xfg346/media/d4/a3/d4/1727702049/synqup_802520_360I_00.jpg?ts=1747976849'],Cube Bikes (Germany),cube-stereo-hybrid-one44-hpc-slx-800-molotov-n-black/802520,de-DE,https://www.cube.eu/de-en/cube-stereo-hybrid-one44-hpc-slx-800-molotov-n-black/802520,2025-05-23T13:06:25.351847
STEREO HYBRID ONE55 C:68XTM 750,7999.0,"Speed. Integration. Lower weight. These are the defining qualities of the Stereo Hybrid ONE55 C:68X, which makes use of up to six different fibre types to meet the specific demands of each part of the frame. The result is a chassis that's up to 20% lighter compared to our Stereo Hybrid 140 frame, but stiffer too – and strong enough to take on the toughest trails. An adjustable head angle and longer reach contribute to handling that more confident riders will love, serving up a cut-and-paste feel that enables tricky line choices even at speed thanks to 150mm of progressive rear wheel travel. Full internal cable routing reduces clutter and maintenance, and the Bosch System controller is neatly housed inside the top tube and can be controlled via Bluetooth from the Mini Remote. It's the complete package.",['https://file.cube.eu/azwesc1xfg346/media/2a/f6/3b/1725088707/synqup_736510_360I_00.jpg?ts=1747976860'],['https://file.cube.eu/azwesc1xfg346/media/2a/f6/3b/1725088707/synqup_736510_360I_00.jpg?ts=1747976860'],Cube Bikes (Germany),cube-stereo-hybrid-one55-c-68x-tm-750-29-olive-n-chrome/736510,de-DE,https://www.cube.eu/de-en/cube-stereo-hybrid-one55-c-68x-tm-750-29-olive-n-chrome/736510,2025-05-23T13:06:28.948921
STEREO HYBRID ONE77 HPCSLT 800,8699.0,"The Stereo Hybrid ONE77 HPC frame – with 170mm travel front and rear and a mullet wheel setup with 29in front and 27.5in rear – is all you need for big days out on big mountain trails. But, as with all CUBE designs, the devil is in the detail. So, for example, we added Integrated Cable Routing for super-clean looks and reduced maintenance, and then threw in an angle-adjustable headset so that you can tweak the handling to your taste. The 800 Wh PowerTube battery sits unobtrusively in the carbon down tube, just above the Bosch CX drive. A UDH dropout on the aluminium rear triangle is tough and future-proof, and we also added a direct mount chainguard to keep you driving forwards even when the going gets rough.",['https://file.cube.eu/azwesc1xfg346/media/00/4b/a0/1727702060/synqup_803600_360I_00.jpg?ts=1747976868'],['https://file.cube.eu/azwesc1xfg346/media/00/4b/a0/1727702060/synqup_803600_360I_00.jpg?ts=1747976868'],Cube Bikes (Germany),cube-stereo-hybrid-one77-hpc-slt-800-solareclipse-n-bronze/803600,de-DE,https://www.cube.eu/de-en/cube-stereo-hybrid-one77-hpc-slt-800-solareclipse-n-bronze/803600,2025-05-23T13:06:31.750972
STEREO HYBRID ONE44 HPCSLT 800,8499.0,"A great bike is all about the detail, and the Stereo Hybrid ONE44 HPC's frame is chock full of clever details. You'll notice the Integrated Cable Routing because it so neatly complements the High Performance Carbon main triangle's clean lines, as well as helping to reduce maintenance. The angle-adjustable headset means you can tailor the handling to your specific requirements. A direct mount chainguard keeps the gears on the straight and narrow, and the neatly integrated Bosch top tube controller shows you what's going on with the powerful Bosch CX drive and 800 Wh PowerTube battery at a glance. With a 150mm fork and 140mm of rear-wheel travel, it's ready to take on the toughest of trails. The UDH dropout means it's future-proof, too. And, with Size Split, there's a wide range of sizes to suit most riders.","['https://file.cube.eu/azwesc1xfg346/media/0d/44/48/1727702053/synqup_802900_360I_00.jpg?ts=1747976850', 'https://file.cube.eu/azwesc1xfg346/media/ee/18/3a/1740133431/Testsiegel_TippTour_StereoHybridONE44HPCSLT.png?ts=1740133431']","['https://file.cube.eu/azwesc1xfg346/media/0d/44/48/1727702053/synqup_802900_360I_00.jpg?ts=1747976850', 'https://file.cube.eu/azwesc1xfg346/media/ee/18/3a/1740133431/Testsiegel_TippTour_StereoHybridONE44HPCSLT.png?ts=1740133431']",Cube Bikes (Germany),cube-stereo-hybrid-one44-hpc-slt-800-liquidlava-n-black/802900,de-DE,https://www.cube.eu/de-en/cube-stereo-hybrid-one44-hpc-slt-800-liquidlava-n-black/802900,2025-05-23T13:06:33.537239
STEREO HYBRID ONE22RACE 800,3999.0,"With added Bosch power and proven CUBE suspension kinematics, our trail explorer is a bike for all reasons. Suspension design that's stood the test of time is designed to work with a 120mm fork – including a mudguard mount – for the best in comfort and control. We fitted an 800Wh battery to power the Bosch CX drive unit, for worry-free extended rides. The revised seatpost clamp, UDH dropout, integrated cable routing and direct mount chainguard are all examples of the attention to detail we put into all our frames. And, with Size Split, you're sure to be able to find the perfect fit.",['https://file.cube.eu/azwesc1xfg346/media/a5/94/36/1727702033/synqup_801210_360I_00.jpg?ts=1747976841'],['https://file.cube.eu/azwesc1xfg346/media/a5/94/36/1727702033/synqup_801210_360I_00.jpg?ts=1747976841'],Cube Bikes (Germany),cube-stereo-hybrid-one22-race-800-drygreen-n-olive/801210,de-DE,https://www.cube.eu/de-en/cube-stereo-hybrid-one22-race-800-drygreen-n-olive/801210,2025-05-23T13:06:39.429333
STEREO HYBRID ONE22RACE 800,3999.0,"With added Bosch power and proven CUBE suspension kinematics, our trail explorer is a bike for all reasons. Suspension design that's stood the test of time is designed to work with a 120mm fork – including a mudguard mount – for the best in comfort and control. We fitted an 800Wh battery to power the Bosch CX drive unit, for worry-free extended rides. The revised seatpost clamp, UDH dropout, integrated cable routing and direct mount chainguard are all examples of the attention to detail we put into all our frames. And, with Size Split, you're sure to be able to find the perfect fit.",['https://file.cube.eu/azwesc1xfg346/media/41/6d/87/1727702032/synqup_801200_360I_00.jpg?ts=1747976841'],['https://file.cube.eu/azwesc1xfg346/media/41/6d/87/1727702032/synqup_801200_360I_00.jpg?ts=1747976841'],Cube Bikes (Germany),cube-stereo-hybrid-one22-race-800-silver-n-black/801200,de-DE,https://www.cube.eu/de-en/cube-stereo-hybrid-one22-race-800-silver-n-black/801200,2025-05-23T13:06:45.056282
STEREO HYBRID ONE77 HPCSLX 800,4999.0,"The Stereo Hybrid ONE77 HPC frame – with 170mm travel front and rear and a mullet wheel setup with 29in front and 27.5in rear – is all you need for big days out on big mountain trails. But, as with all CUBE designs, the devil is in the detail. So, for example, we added Integrated Cable Routing for super-clean looks and reduced maintenance, and then threw in an angle-adjustable headset so that you can tweak the handling to your taste. The 800 Wh PowerTube battery sits unobtrusively in the carbon down tube, just above the Bosch CX drive. A UDH dropout on the aluminium rear triangle is tough and future-proof, and we also added a direct mount chainguard to keep you driving forwards even when the going gets rough.",['https://file.cube.eu/azwesc1xfg346/media/d0/da/fe/1727702056/synqup_803320_360I_00.jpg?ts=1747976866'],['https://file.cube.eu/azwesc1xfg346/media/d0/da/fe/1727702056/synqup_803320_360I_00.jpg?ts=1747976866'],Cube Bikes (Germany),cube-stereo-hybrid-one77-hpc-slx-800-cyclamen-n-black/803320,de-DE,https://www.cube.eu/de-en/cube-stereo-hybrid-one77-hpc-slx-800-cyclamen-n-black/803320,2025-05-23T13:06:47.764826
STEREO HYBRID ONE44EX 800,4199.0,"We built the Stereo Hybrid ONE44 to be as adaptable as it is capable. With its compact 800 Wh PowerTube battery and revised, quieter Bosch CX drive unit, it features 140mm of front and rear wheel travel and includes space for mudguards. Internal Cable Routing flatters the frame's clean, organic lines as well as reducing the need for maintenance. There's a set of SIC 2.0 mounting points for the addition of an optional luggage carrier, the UDH dropout is future-proof and the direct mount chainguard is neat and unobtrusive. Plus, with Size Split, there's a frame to suit almost every rider.",['https://file.cube.eu/azwesc1xfg346/media/0f/98/de/1727702041/synqup_802220_360I_00.jpg?ts=1747976845'],['https://file.cube.eu/azwesc1xfg346/media/0f/98/de/1727702041/synqup_802220_360I_00.jpg?ts=1747976845'],Cube Bikes (Germany),cube-stereo-hybrid-one44-ex-800-scubablue-n-black/802220,de-DE,https://www.cube.eu/de-en/cube-stereo-hybrid-one44-ex-800-scubablue-n-black/802220,2025-05-23T13:06:52.615543
